user_id	history	indices	values
349	"[1968 2905 2547 2309 2972 1290 1099  719  515 1154 1489  965  999 2435
  953  100  995 1498    6  245]"	"[ 112 1563 1637  447 1708  458 1173 1193  313  759 1231 1746  406 1978
 1192 1462 1420  823   35 1766 1178   61 1846  177 1346 1567 1143  121
 1445  991 1195  419]"	"[10.533848    7.998107    7.48064     6.886832    5.242285    5.0793257
  4.2725034   4.1217833   3.9148438   3.2992437   3.2759197   2.9079652
  2.8386886   2.7995756   2.688779    2.2724628   2.0078259   1.9966123
  1.9018775   1.6921029   1.4967182   1.411262    1.2325518   1.0544183
  0.9958031   0.9424119   0.8941752   0.8814758   0.8581896   0.8560779
  0.680669    0.63168633]"
349	"[2905 2547 2309 2972 1290 1099  719  515 1154 1489  965  999 2435  953
  100  995 1498    6  245 3122]"	"[1664 1820 1637  112 1708 1193 1543  803 1915  139  458 1847 1402 1605
 1078 1230  652  447 1143   35  823 1555 1978 1231  759  146   99 1173
 1477 1766 1889 1445]"	"[9.271427   9.18604    9.090712   8.581008   6.1319633  3.5712445
 3.4945579  3.2527022  3.1556845  3.136815   2.8350334  2.8093631
 2.6118624  2.3435485  2.211701   2.154678   2.114923   2.0068667
 1.8664638  1.8102976  1.652917   1.5644078  1.4263475  1.2161081
 1.1109786  1.0989558  1.035733   1.0081772  0.96520805 0.89153856
 0.8852298  0.823838  ]"
349	"[2547 2309 2972 1290 1099  719  515 1154 1489  965  999 2435  953  100
  995 1498    6  245 3122  959]"	"[ 112 1025  823 1637  447 1605   35 1193  139 1143 1462 1820  803 1863
 1846  458 1978  542  409 1963 1173 1346  855 1231  905 1336 1131 1895
 1555  121 1847  626]"	"[12.926274    7.3231483   6.4657187   6.3792157   4.4798274   4.396815
  4.3159485   4.037062    3.4571033   3.3640304   3.1806657   2.7221642
  2.638304    2.6120868   2.5111403   2.4836655   2.35535     2.1331935
  2.0029433   1.8538902   1.8127031   1.63305     1.5127506   1.42398
  1.3696496   1.138511    0.9593102   0.92593104  0.8662267   0.76082945
  0.4675633   0.3707997 ]"
355	"[ 530 3125 2725  931 1992 2965 1767 1352 1084 1085  670 3083 3093 1783
 2590   10 2336 2183 1268 1336]"	"[ 708 1978 1637 1820  112 1078 1173 1847 1207 1445 1592  421 1131  599
  458  550 1746 1555 1895  759 1231 1846   35  652 1192  447 1559 1540
 1761  803  825  223]"	"[9.080191   7.8041544  6.6593966  6.3077264  5.9149814  5.8815546
 4.543733   4.497148   4.2820945  4.2368135  4.198301   3.545608
 3.133351   2.9991393  2.9561844  2.8764408  2.7057018  2.1636727
 2.0320349  1.7771556  1.6321142  1.6172314  1.6067755  1.5700326
 1.5583676  1.384368   1.0962226  1.0225872  0.9868072  0.9356074
 0.93488264 0.9300264 ]"
355	"[3125 2725  931 1992 2965 1767 1352 1084 1085  670 3083 3093 1783 2590
   10 2336 2183 1268 1336 2793]"	"[1820 1640 1637  472  447  112 1445  406  759 1895  803 1847 1207 1173
 1231   35 1592  242 1846  458 1192 1915 1849 1193  626 1634 2015 1346
 1200 1131 1605 1863]"	"[15.221757    8.516299    5.4368653   4.299119    3.4469526   3.4361777
  3.3929546   3.220033    2.951802    2.8254473   2.8201923   2.4976044
  2.4330497   2.4302406   1.9642837   1.8979603   1.8316642   1.6232611
  1.5885596   1.5000201   1.3415941   1.3337033   1.2714338   1.2582045
  1.220225    1.1721287   1.0846417   0.950228    0.8378714   0.76222014
  0.6599242   0.64513713]"
398	[2650]	"[1346  242 1605 1895 1193  112 1173 1863 1462 1637 1687  421 2015 1119
  823  139 1207 1402 1849  458  401  652 1708 1847 1445 1131 1915 1978
 1709 1231  542 1846]"	"[10.143968    9.026251    8.535969    5.083886    4.362009    3.7666323
  3.4229603   3.4211838   3.2635362   3.1294096   2.5692346   2.4577794
  2.345746    1.840206    1.7988594   1.7447861   1.6758204   1.6749341
  1.6678171   1.6655196   1.5723078   1.4031429   1.0762875   1.0015419
  0.93444633  0.852708    0.7531717   0.74079216  0.704399    0.5028076
  0.48363248  0.42838314]"
398	[2650 1561]	"[ 242 1605 1346 1895  401 1637 1192  112 1193 1915 1480  458  421  406
  409  182 1131 1863  855  139 1195 1978  905 1708  626  823 1166 1462
 1119 1555 1231  682]"	"[13.415393    7.396069    5.37237     4.9883      3.5529096   3.397089
  3.3874145   3.062431    2.8773506   2.7819045   2.5201454   2.1611362
  2.1438675   1.8444221   1.838087    1.813319    1.4331429   1.3753421
  1.3417786   1.17996     1.1242142   0.9902266   0.98162293  0.8834162
  0.8709609   0.8680707   0.8465057   0.8463344   0.71926177  0.7067393
  0.6829052   0.6002687 ]"
398	[2650 1561 2259]	"[ 242  409 1895 1346  719  704 1846 1637  406 1605   99 1195  139 1192
  401  991  421  112 1915 1200  233  905  823 1420 1746 1078 1847 1555
 1676 1231 1592  458]"	"[13.354018    5.674118    4.938123    4.446549    4.119074    3.8599753
  3.648057    3.5471554   3.456068    3.0623488   2.769608    2.7445962
  2.4797554   2.443235    2.3219438   2.2544398   2.0637264   1.9914163
  1.8719321   1.6905419   1.667019    1.5861533   1.4990613   1.448019
  1.3794599   1.1980517   1.0058683   0.89409816  0.87223464  0.8250449
  0.8099884   0.8048433 ]"
398	[2650 1561 2259 2358]	"[ 242  409 1637  986  406 1832 1143 1051 1556 1192  991 2015  401 1195
 1200  171 1915  223 1078  823 1166  905 1231  458   99  626 1676 1895
 1445 1846 1119 1567]"	"[12.524315    7.766326    6.26497     6.083354    4.9152403   4.810863
  3.9142308   3.8533113   3.1426766   3.0086365   2.7442358   1.9046396
  1.7823436   1.7751102   1.5803617   1.4967941   1.4205301   1.1803046
  1.1025532   1.051025    1.0115592   0.99574924  0.98422027  0.9763838
  0.95822257  0.92311686  0.83884495  0.6894703   0.63828444  0.5483861
  0.4649416   0.4427878 ]"
398	[2650 1561 2259 2358 2134]	"[ 242  409 1556 1637 1143  472 1832 1192 1195 2015  407  401  406  823
 1746  177 1051 1634 1846 1863 1200 1420  458  855  223 1231  759 1847
  146 1336  991   99]"	"[9.071068   8.406654   7.2209754  6.093148   5.802816   5.7198906
 4.4773293  3.4790015  2.9657874  2.916785   2.7854362  2.7619312
 2.5622442  2.4382174  2.2757366  2.2042894  2.110742   1.9369417
 1.6822033  1.6222517  1.5557158  1.4195193  1.4076527  1.2732222
 1.2508638  1.1827552  1.1652088  1.1243845  1.0752311  1.0261697
 0.95680976 0.95551103]"
398	[2650 1561 2259 2358 2134 3000]	"[1820  242 1637 1200 1556  409  112 1051 2015 1078  318 1010 1143  823
  589 1915 1166  406  146 1074 1863 1839 1754  991 1846  759 1832  347
 1193  458 1766 1105]"	"[8.159427   7.9650326  5.566889   4.5875654  4.302186   4.0665975
 3.8145497  3.6632545  3.5410953  3.4958906  3.472985   3.4033487
 3.2832632  3.0855455  2.9697342  2.8228023  2.6255624  2.3718028
 2.334431   2.3098745  2.2306857  1.9716392  1.8633057  1.8031688
 1.79332    1.5436838  1.4157696  1.3684049  1.3049116  1.0192224
 0.9786673  0.71352744]"
398	[2650 1561 2259 2358 2134 3000 3059]	"[1820  242 1289  409 1637  146 1556 1863  855 1849 1200  823 1336 1402
  759  112 1143  991  447 1915 1230 1746 1193  121 2015  803  458  652
 1846  826 1051  313]"	"[10.553995    7.776889    7.149088    5.376129    5.1889668   4.491152
  4.332315    3.5037944   3.2854404   2.8960521   2.68898     2.6526372
  2.6116      2.1451142   2.1332567   1.9571389   1.8419867   1.7616019
  1.6634988   1.5842865   1.5696287   1.5228455   1.4854999   1.4523073
  1.2315439   1.1593939   1.0746263   1.033744    0.9418465   0.8930979
  0.79775095  0.7179921 ]"
398	[2650 1561 2259 2358 2134 3000 3059  191]	"[ 409   57 1143  242 1637 1556 1832 1820  112  146 1863  855 1230 1200
 1847 2015 1634  803 1420 1388 1915 1708  664 1846   99  823 1402  759
 1051  313 1336  905]"	"[8.361264   6.480087   6.2664576  5.9048123  5.6872354  5.2392488
 4.3026004  4.0696306  3.466509   3.1936526  3.138584   3.0292144
 2.9303894  2.8556972  2.661514   2.584595   2.2433996  2.1083283
 2.084712   1.8592767  1.8157783  1.732443   1.6630187  1.3948098
 1.3098474  1.2877896  1.2105631  1.1605477  1.0941939  1.032587
 0.97638345 0.84361076]"
398	[2650 1561 2259 2358 2134 3000 3059  191 2043]	"[ 409 1637  672 2015 1556 1820 1832  112 1847 1143  146 1863  664 1420
 1963  823  223  803 1051 1230  313  826  855 1402 1634 1200  905 1091
  542   35  406 1708]"	"[9.431877  6.333367  5.882028  5.8576937 5.3949122 4.462921  4.4073114
 3.8703396 3.7836924 3.6541924 3.00889   2.9383307 2.9266276 2.889173
 2.4927573 2.4495332 2.401219  2.3934207 2.3547516 2.1418488 1.7653015
 1.7171103 1.6607817 1.6535603 1.5635802 1.2852321 1.2383568 1.1783822
 1.1322709 1.1181004 1.0647511 1.0232646]"
398	[2650 1561 2259 2358 2134 3000 3059  191 2043 2136]	"[ 295  409 2015 1637 1832 1556 1820  146 1143 1863  112  826  855 1051
  223 1230  242 1131  121  313 1195 1708  759 1915  905  652  823  891
  401 1402  626  406]"	"[8.038952  7.4930053 7.4732537 7.1464553 5.298977  4.570427  4.3638787
 4.1084576 3.7861938 3.4834073 3.2217607 3.0603142 2.6732488 2.541305
 2.3036304 2.2926302 2.181792  2.1275887 1.7101874 1.6492343 1.6102662
 1.5595237 1.2506123 1.1605322 1.1505387 1.0611342 0.940367  0.8288276
 0.8116645 0.7672617 0.6725581 0.6696171]"
398	[2650 1561 2259 2358 2134 3000 3059  191 2043 2136 2344]	"[2015  409 1637 1305 1832  112 1556 1820 1863 1131 1078  223  855 1402
 1200  313  146 1802 1051  242  823 1166  905  406  542  458 1231  421
  626  826 1346 1634]"	"[8.024904   6.776928   6.6045914  6.5787125  6.4700127  5.55569
 4.3349295  4.126106   3.6969607  2.974133   2.9455113  2.3990293
 2.213892   2.1847322  2.1575208  2.1459293  2.0795321  2.0366356
 1.8625015  1.5989572  1.5735873  1.5701401  1.4460208  1.1814166
 1.1700709  0.9353008  0.8668189  0.72706634 0.70142823 0.6904975
 0.6834718  0.5302    ]"
398	[2650 1561 2259 2358 2134 3000 3059  191 2043 2136 2344 2824]	"[2015 1820 1637   51  112 1832  409  313 1051 1200 1556 1143 1346  146
 1676  421 1231 1846  458  406  652  855 1078  626 1847  759 1166  542
 1131  803  121 1849]"	"[10.697323    8.786695    6.587001    5.4894958   4.392611    3.9972925
  3.925502    3.796707    3.7782035   3.2561765   3.2351322   2.840395
  2.7225595   2.6557639   2.1818633   1.7364942   1.5734408   1.5252454
  1.4239831   1.4196386   1.391059    1.2044384   1.1773436   1.1653262
  1.1573888   0.9382007   0.92054474  0.85732794  0.7856208   0.6078884
  0.57282066  0.431091  ]"
398	[2650 1561 2259 2358 2134 3000 3059  191 2043 2136 2344 2824 2029]	"[2015 1701 1637 1832  112  409 1847 1181 1820  826 1556 1676 1592  626
  223 1559 1863   61  542 1131  421  991 1346  458  599 1200  759  855
 1802  121 1231 1849]"	"[10.6187525   7.625846    7.3315315   6.055065    5.7018485   4.8217077
  4.7151475   4.057742    3.2079036   3.1097097   2.8713822   2.8519282
  2.7348645   2.5411892   2.5306451   2.3684149   2.2347682   2.12912
  2.0589755   1.9549054   1.9171982   1.4754647   1.2995493   1.2684665
  1.1731812   1.0514792   1.0335431   1.0260631   1.0044649   0.8112128
  0.74296904  0.7114036 ]"
398	[2650 1561 2259 2358 2134 3000 3059  191 2043 2136 2344 2824 2029 2139]	"[2015 1556 1637 1421  409  112 1181 1820 1832 1676 1200  421  121   61
 1143 1131  626 1231  826 1863 1634 1193 1051  550 1701  599 1802 1346
  803 1847 1895 1746]"	"[12.660601    6.901221    6.055748    5.867285    5.4213705   4.3639607
  3.5641658   3.2514172   2.9725897   2.9524353   2.792542    2.7180011
  2.542399    2.3060815   2.2707496   2.2437506   1.8282781   1.6470149
  1.5052217   1.1874759   1.1355656   1.0882277   1.0066105   0.96596134
  0.87863445  0.8066142   0.79407406  0.69029355  0.536809    0.52910304
  0.5232702   0.49112362]"
398	"[2650 1561 2259 2358 2134 3000 3059  191 2043 2136 2344 2824 2029 2139
 1804]"	"[2015  523 1637  112  803  409 1556  542 1166  121 1832 1200 1820 1847
 1181 1915 1863 1402 1567  664 1766 1708  447  146 1346   61 1231  759
 1131 1453 1701  905]"	"[13.607991   6.006699   5.5875726  5.0623035  4.365162   4.011406
  3.9554324  3.3111646  2.8597906  2.6247013  2.441825   2.3958297
  2.3588774  2.3575702  2.1950161  1.968298   1.9222682  1.8790435
  1.809293   1.6068227  1.5736512  1.5711521  1.4138947  1.3555447
  1.2535545  1.2289276  1.1170208  1.0453544  1.0084975  0.8294381
  0.7738695  0.7452977]"
398	"[2650 1561 2259 2358 2134 3000 3059  191 2043 2136 2344 2824 2029 2139
 1804 2965]"	"[2015 1820  195  112 1849 1832 1915  803 1637  542  855 1200 1556 1143
 1863 1402  759  242 1346 1978 1051  121  550 1963  409 1847 1676   99
  823   23  918  664]"	"[10.335836    7.7475376   7.4888678   6.134411    5.3333173   4.860072
  4.7012315   3.9488978   3.8243098   3.0646927   2.5932288   2.5116925
  2.489494    2.3660212   2.2780094   2.1785755   2.0188313   1.9986596
  1.9978597   1.9102887   1.8841527   1.7618412   1.0467017   1.0443892
  1.0105225   0.98684007  0.9596645   0.8582308   0.7608484   0.62397313
  0.6013962   0.59150267]"
398	"[2650 1561 2259 2358 2134 3000 3059  191 2043 2136 2344 2824 2029 2139
 1804 2965 2512]"	"[2015 1587  112 1637 1846 1820  542  803 1200 1832 1978 1051  146  652
 1556 1402 1766 1676  409  242 1863  223  759 1231   35  421 1143 1849
  826   99 1559 1078]"	"[10.28202     7.275571    7.1736126   6.590346    6.461249    5.1683946
  3.91815     3.8196304   3.2520862   2.861125    2.6979177   2.6949954
  2.6582677   2.4839983   2.2365077   1.9152503   1.897598    1.7643555
  1.3391058   1.1736218   1.1678443   1.0876127   0.99005985  0.8644488
  0.77798295  0.7379518   0.6825111   0.60351324  0.5876666   0.5520136
  0.5128295   0.5012634 ]"
398	"[2650 1561 2259 2358 2134 3000 3059  191 2043 2136 2344 2824 2029 2139
 1804 2965 2512 2157]"	"[2015  112 1905 1637 1849 1051 1915 1846  409  458 1820  146 1193 1567
  242 1963  421 1402 1556  599 1346 1978 1200   35 1766  970  759 1832
 1847 1143 1863  542]"	"[14.937536    7.679453    6.0388947   5.3568916   2.5330315   2.4839013
  2.4075687   2.3894155   2.3316176   2.3197985   2.2486804   2.202736
  2.1973913   2.1280396   2.009227    1.7619569   1.738145    1.6836712
  1.5924983   1.5597255   1.5470356   1.536937    1.4833115   1.3642093
  1.2295941   1.1581542   1.1514094   0.79230154  0.7810777   0.7739862
  0.74130744  0.6821637 ]"
398	"[2650 1561 2259 2358 2134 3000 3059  191 2043 2136 2344 2824 2029 2139
 1804 2965 2512 2157 1956]"	"[2015  112  312 1637 1978 1746 1832  599  759 1556 1200  458  409 1708
  146 1388  447 1820 1849 1445 1131 1846  652 1193 1346  406  826   35
 1766 1231  242  421]"	"[15.704247    6.164486    5.2002563   4.6706467   3.0296335   2.8031871
  2.6656635   2.5491624   2.4524844   2.3944123   2.3465831   2.3413138
  2.2854066   2.212777    2.0476773   1.742204    1.4120419   1.3900466
  1.3148522   1.2530336   1.1645901   1.1330229   1.1301215   1.0720932
  1.0240715   0.98962635  0.9842595   0.8723924   0.78523016  0.7819853
  0.76523995  0.74188435]"
398	"[2650 1561 2259 2358 2134 3000 3059  191 2043 2136 2344 2824 2029 2139
 1804 2965 2512 2157 1956 2042]"	"[2015  970 1637  112  171   35 1846  855  406 1051  242  918 1849  803
  759 1200 1978 1336 1567 1230 1676  177 1766 1863  599  409 1078  121
  905  763 1820 1556]"	"[15.118084    6.5237455   6.4296503   6.2551236   3.7906225   2.7115424
  2.6733785   2.6659474   2.5449154   2.488258    2.3430254   2.119494
  2.08119     1.9401606   1.8771741   1.8175503   1.7315098   1.7235792
  1.695382    1.6701974   1.5470704   1.389444    1.2548918   1.2300768
  1.228377    0.97196174  0.90967894  0.88251925  0.70480776  0.67247844
  0.6041553   0.6009561 ]"
398	"[1561 2259 2358 2134 3000 3059  191 2043 2136 2344 2824 2029 2139 1804
 2965 2512 2157 1956 2042 2120]"	"[2015  112  591 1637 1230 1592 1192 1849   35 1051 1131  855 1200 1832
 1963 1556 1207 1820  803  759  652 1097  146 1567 1634 1802  177  905
  447 1119  233  918]"	"[12.35128     7.527241    6.635193    6.3960032   4.3362093   4.3053193
  3.7360005   3.2132864   2.7935152   2.53066     2.478778    2.4408412
  2.3620093   2.2975163   1.9748485   1.8851707   1.822031    1.6866125
  1.5058405   1.4784951   1.4781537   1.4739265   1.3129481   1.1216534
  1.1188688   1.0761921   0.92905575  0.90950394  0.90020937  0.86129785
  0.7705809   0.71410763]"
398	"[2259 2358 2134 3000 3059  191 2043 2136 2344 2824 2029 2139 1804 2965
 2512 2157 1956 2042 2120 1874]"	"[2015  803 1164  112 1637  171  146 1200 1708  759 1051  223  626 1863
 1420 1231 1849 1963 1820  664 1556 1846  447  242  409  954 1230  177
  406 1978 1195  823]"	"[13.519799    6.8465366   6.7499666   6.2417617   6.193417    5.4065194
  3.0769322   3.0593412   2.2960637   1.8784156   1.8189197   1.5773461
  1.4833804   1.4353511   1.36868     1.3269794   1.2417662   1.2002296
  1.0766646   0.9617237   0.9577582   0.9025985   0.8252438   0.8248997
  0.7800968   0.68698835  0.68088686  0.6777878   0.5686749   0.5620179
  0.5523831   0.48308572]"
398	"[2358 2134 3000 3059  191 2043 2136 2344 2824 2029 2139 1804 2965 2512
 2157 1956 2042 2120 1874 2444]"	"[2015 1556 1637  171 1832 1029  112  991  146  242 1207 1766  759 1078
 1863 1200 1195 1746 1820  550 1051  855 1231  447 1336 1192  826 1592
   35  223  121  803]"	"[9.574517   7.3669176  7.1329637  7.0123425  6.298532   6.2281456
 4.4268284  3.285015   3.281501   2.831578   2.672409   2.617838
 2.5851367  2.4198961  2.286676   2.031634   2.002546   1.6954138
 1.5805712  1.3882551  1.371895   1.3189529  1.2679374  1.194343
 1.1205295  1.1080755  0.96460974 0.89722586 0.8819089  0.76146543
 0.6807729  0.67268544]"
398	"[2134 3000 3059  191 2043 2136 2344 2824 2029 2139 1804 2965 2512 2157
 1956 2042 2120 1874 2444 1875]"	"[2015 1307 1637  171 1420  223 1634  112 1200  406   35 1556 1207 1592
 1832  803 1230 1195  664 1402  823  121  759 1846 1863 1231  447  146
 1445 1388  826  905]"	"[13.088266    6.3285894   5.7878675   4.9814568   4.1113715   3.8696668
  3.6451283   3.4948642   3.337466    3.303624    2.8674293   2.8344073
  2.8140182   2.2515864   2.2322326   2.1990988   1.9596047   1.7882593
  1.7525569   1.7232902   1.6322503   1.528289    1.4567015   1.3470354
  1.2612274   1.24702     1.146144    0.95041853  0.81470263  0.7993349
  0.67162967  0.624444  ]"
398	"[3000 3059  191 2043 2136 2344 2824 2029 2139 1804 2965 2512 2157 1956
 2042 2120 1874 2444 1875 2181]"	"[2015  171 1793 1637 1592 1195 1388  991 1832  855 1863 1634  112  223
   99 1766  803  823  905 1556 1207 1173 1231  406  415 1192  759 1420
 1846 1119 1746 1200]"	"[10.661093    7.7380476   7.7287607   7.2945843   5.8880424   5.515192
  4.43546     4.1706133   3.9835749   3.7605577   2.9993825   2.9631526
  2.9445908   2.473623    2.4599798   2.4485545   2.0386243   1.8164747
  1.7592108   1.2513379   1.2111      1.1539508   1.1137068   1.0683256
  1.0593807   1.018178    0.97289777  0.9430957   0.90802467  0.87597436
  0.8562333   0.7947121 ]"
398	"[3059  191 2043 2136 2344 2824 2029 2139 1804 2965 2512 2157 1956 2042
 2120 1874 2444 1875 2181 2523]"	"[2015  171 1637 1401 1832 1173 1200 1863  458 1420  223  991  112 1634
  803  550 1820 1231 1388 1131 1766  905  242 1592 1567  383  447  406
 1336  139  954 1846]"	"[10.18139     9.286588    7.654154    6.534767    4.0704675   3.295414
  3.2927735   3.2848141   3.205721    3.0399952   2.934597    2.8513253
  2.5040872   2.455971    2.3891172   2.2879682   2.2062738   2.101772
  2.0483823   1.7799717   1.6361864   1.5860431   1.489928    1.429628
  1.4026619   1.3559321   1.3507881   1.2791264   1.1716132   0.9559112
  0.90885425  0.90605783]"
398	"[ 191 2043 2136 2344 2824 2029 2139 1804 2965 2512 2157 1956 2042 2120
 1874 2444 1875 2181 2523  670]"	"[1637 1199 2015 1592 1192  803  242 1200 1051 1605 1131  146  823 1802
 1978  826  406  313  905  458  542 1336 1766  759  233  112 1847  270
 1231  954 1820 1346]"	"[9.251237  7.885659  7.7952104 6.659937  5.5261984 4.7399435 4.551957
 4.155335  3.910376  3.9037387 3.845662  3.698082  3.1557217 2.952039
 2.8492203 2.5157375 2.3182654 2.2812965 2.2773836 2.113173  2.09549
 2.0928195 2.0903504 1.8761392 1.8491952 1.8256743 1.5229505 1.4663818
 1.3436487 1.2093872 1.1993289 1.1368467]"
398	"[2043 2136 2344 2824 2029 2139 1804 2965 2512 2157 1956 2042 2120 1874
 2444 1875 2181 2523  670  952]"	"[1637 1066 1192  242 2015 1119  823 1978 1592  406 1766 1605 1336  803
  112  905 1388 1839  146 1207 1346  233 1847  759 1802 1051  447 1820
 1915  652  826  182]"	"[7.886952   7.5087366  6.39909    6.1626434  5.905944   5.140494
 4.5393014  4.537059   4.4607215  4.0904675  4.0385914  3.9085786
 2.6799426  2.6711714  2.472133   2.2673743  2.1611779  2.1506724
 2.0290222  2.016395   1.9378068  1.863637   1.8058593  1.8047702
 1.7004011  1.3521292  1.309495   1.1946397  0.9995889  0.8581301
 0.8512484  0.82193565]"
398	"[2136 2344 2824 2029 2139 1804 2965 2512 2157 1956 2042 2120 1874 2444
 1875 2181 2523  670  952 1033]"	"[ 561 1192  265  406 1637 1420 2015 1131 1388 1592  242 1978   35  823
 1802 1895  803  905 1832  177  550 1200  409 1336 1849  233  980 1346
 1231 1119 1712 1173]"	"[7.4657264 6.900405  6.4264164 6.3572865 6.306158  5.898611  5.8065677
 5.1335626 4.9064784 4.733577  4.6833587 4.1532974 3.6416774 3.356963
 3.1334243 3.1056743 2.9639108 2.7001474 2.5284584 2.5089626 2.4495997
 2.2884498 2.2773025 2.0597005 1.5999684 1.3947755 1.341306  1.3399357
 1.1779544 1.0802801 1.04106   0.9496753]"
398	"[2344 2824 2029 2139 1804 2965 2512 2157 1956 2042 2120 1874 2444 1875
 2181 2523  670  952 1033 2586]"	"[1192 1915 1447  823 2015  112  803 1388 1592 1978  242  826 1131  447
 1637 1847  233 1230 1336 1207  664 1832 1166 1119 1178 1556  275  759
 1850  149 1802 1152]"	"[7.7158923  7.221018   6.88134    6.815928   5.3726306  4.8908877
 4.5888934  4.392165   4.339122   4.299631   3.8688142  3.8186977
 3.708395   3.6919272  3.6497035  2.7113724  2.6578674  2.4200287
 2.2863548  2.1398382  1.9957798  1.8520739  1.5873177  1.3720942
 1.3121419  1.0311613  0.98890114 0.9379401  0.92703295 0.9014139
 0.88542235 0.83092546]"
398	"[2824 2029 2139 1804 2965 2512 2157 1956 2042 2120 1874 2444 1875 2181
 2523  670  952 1033 2586  931]"	"[ 855  803 1842  112 1637  826  233 1207 1192  242  823  652 1230 1173
 1200 1978 1895 1231 1388  171  406  121  905 1832 1802 1915 1556 1336
 1766  447 1195  415]"	"[8.542174  7.978233  7.477262  6.3215137 5.6016245 5.165376  4.8943796
 3.9575677 3.838779  3.3667965 3.2443688 3.2370553 3.0883675 2.9655976
 2.7563965 2.4494154 2.3935878 2.148627  2.147265  1.9678965 1.9038407
 1.8637427 1.6625803 1.6168172 1.4078963 1.3946699 1.3810335 1.3652419
 0.9101228 0.904556  0.882416  0.8495957]"
398	"[2029 2139 1804 2965 2512 2157 1956 2042 2120 1874 2444 1875 2181 2523
  670  952 1033 2586  931  512]"	"[ 233  855  803 1067 1230 1637  112 1592 1708  652 1131 1192 1846  242
  171  406 1173 2015  823 1895  313 1556 1231  905  223 1200  664 1978
 1388  447 1766  415]"	"[9.989053  8.667903  6.8352094 5.6589937 5.078455  4.7890625 4.2498536
 4.23573   3.4255102 3.2522416 3.196185  3.163968  2.8390985 2.7510521
 2.5685894 2.5569172 2.3212605 2.2841291 1.945885  1.9029276 1.8606327
 1.8349338 1.7005341 1.688442  1.5463971 1.4949933 1.33763   1.2773839
 1.1414936 1.0616016 1.0192596 0.8317599]"
398	"[2139 1804 2965 2512 2157 1956 2042 2120 1874 2444 1875 2181 2523  670
  952 1033 2586  931  512  945]"	"[ 855  586  233  803 1637 1388  823 1556 1895 1978  112  406  121 1592
 1192 1200 1173 1766  905 1230   61 1802 1231 1336  447   99  759  415
  550 1847 2015 1605]"	"[10.56842     8.406336    8.230552    7.6654687   4.735529    3.7651627
  3.4222043   3.3503623   3.27867     3.2616332   3.1741192   3.1724296
  3.053319    2.8257587   2.53918     2.0610995   2.038979    1.9463518
  1.766846    1.4309543   1.3686036   1.2108531   1.1710498   1.1038239
  1.0726421   0.9820464   0.90943503  0.72441393  0.7059283   0.65031445
  0.63584304  0.59315723]"
398	"[1804 2965 2512 2157 1956 2042 2120 1874 2444 1875 2181 2523  670  952
 1033 2586  931  512  945 2022]"	"[ 233  855  803  614 1637  686 1592  313  652 1388 1895  406  823 1556
 1230 1978  112  826 1231  542  223 1173 1832  905 1849 1462 1802 2015
 1708  177  409 1676]"	"[12.215111   10.316455    6.6533833   6.4573565   4.7790294   4.084941
  3.385791    3.3051155   2.8778782   2.7687545   2.6859462   2.2864492
  2.2662756   1.9792277   1.84024     1.7856004   1.7034239   1.7002953
  1.5896451   1.5419322   1.4509659   1.4278927   1.2828052   1.2363155
  1.1509476   1.0926207   1.0870636   1.0196377   0.6628542   0.58700126
  0.53970885  0.5069877 ]"
398	"[2965 2512 2157 1956 2042 2120 1874 2444 1875 2181 2523  670  952 1033
 2586  931  512  945 2022  818]"	"[ 233  803 1770 1895  855 1192 1173  112 1637  652 1388 1802  406 1231
  823  991 1230   35 1634 2015 1592 1556 1708  905   99  421 1766 1676
   61 1200 1193 1832]"	"[10.692005    7.034776    6.3000574   5.6346774   5.3857512   5.057842
  5.056088    5.0374336   4.814451    3.1939154   3.1298177   2.7091084
  2.2947445   1.9400923   1.8662577   1.6004764   1.472745    1.4268636
  1.3696046   1.2976427   1.2374153   1.1212282   1.0564718   1.0014002
  0.98062915  0.8111106   0.7595374   0.6962103   0.64456457  0.48685294
  0.47574508  0.4724933 ]"
398	"[2512 2157 1956 2042 2120 1874 2444 1875 2181 2523  670  952 1033 2586
  931  512  945 2022  818 1489]"	"[ 233  951 1978 1895 1637 1173 1192 1592  406  823 1418  550  803  855
   99  112 1847  652 1462 2015 1746 1207 1231 1119  177  447 1963 1166
 1556 1802  639  421]"	"[10.11808     6.0736346   5.3829994   5.341842    5.1193295   4.968361
  4.7841487   3.654075    3.6101723   3.607845    3.4435334   3.291309
  3.0675373   2.9525342   2.9479606   2.7163122   2.675827    2.5369565
  2.2496743   2.0709484   1.8481965   1.5254657   1.4330847   1.3166491
  1.1540917   1.1510555   0.9316081   0.88910943  0.87426895  0.8601189
  0.85936165  0.8126491 ]"
